utc_timestamp,load_actual_entsoe_transparency,load_forecast_entsoe_transparency,price_day_ahead
2015-01-01T00:15:00Z,5966.8,6692.23,61.72
2015-01-01T00:30:00Z,5935.6,6722.06,28.0
2015-01-01T00:45:00Z,5934.4,6689.71,15.68
2015-01-01T01:00:00Z,5750.8,6632.8,65.08
2015-01-01T01:15:00Z,5777.6,6572.9,54.18
2015-01-01T01:30:00Z,5745.6,6601.55,40.72
2015-01-01T01:45:00Z,5630.0,6564.09,20.4
2015-01-01T02:00:00Z,5407.2,6507.8,46.82
2015-01-01T02:15:00Z,5336.8,6467.87,39.38
2015-01-01T02:30:00Z,5289.6,6485.75,39.46
2015-01-01T02:45:00Z,5353.6,6465.44,36.46
2015-01-01T03:00:00Z,5284.8,6445.22,22.6
2015-01-01T03:15:00Z,5224.8,6447.32,24.78
2015-01-01T03:30:00Z,5230.0,6451.58,47.76
2015-01-01T03:45:00Z,5256.4,6470.99,58.2
2015-01-01T04:00:00Z,5280.4,6586.5,31.06
2015-01-01T04:15:00Z,5296.8,6635.17,29.68
2015-01-01T04:30:00Z,5308.4,6609.15,32.24
2015-01-01T04:45:00Z,5349.2,6604.07,45.94
2015-01-01T05:00:00Z,5419.6,6501.58,3.44
2015-01-01T05:15:00Z,5562.8,6551.41,20.16
2015-01-01T05:30:00Z,5606.0,6524.31,47.36
2015-01-01T05:45:00Z,5709.6,6595.58,67.32
2015-01-01T06:00:00Z,5899.6,6823.75,11.8
2015-01-01T06:15:00Z,5884.0,6883.01,25.22
2015-01-01T06:30:00Z,5933.6,6831.92,52.0
2015-01-01T06:45:00Z,5984.0,6866.38,53.9
2015-01-01T07:00:00Z,6186.0,7010.16,27.42
2015-01-01T07:15:00Z,6349.6,7058.95,28.22
2015-01-01T07:30:00Z,6348.4,7064.16,43.98
2015-01-01T07:45:00Z,6488.0,7111.87,44.62
2015-01-01T08:00:00Z,6675.2,7154.72,36.6
2015-01-01T08:15:00Z,6867.2,7237.49,35.4
2015-01-01T08:30:00Z,6959.2,7251.61,46.6
2015-01-01T08:45:00Z,7026.0,7286.27,44.2
2015-01-01T09:00:00Z,6900.8,7403.59,40.8
2015-01-01T09:15:00Z,6963.6,7462.28,40.96
2015-01-01T09:30:00Z,6976.8,7449.01,46.52
2015-01-01T09:45:00Z,7010.4,7488.58,51.5
2015-01-01T10:00:00Z,7085.6,7521.58,40.5
2015-01-01T10:15:00Z,7046.0,7580.27,53.36
2015-01-01T10:30:00Z,7082.4,7557.02,54.42
2015-01-01T10:45:00Z,7225.6,7527.52,52.84
2015-01-01T11:00:00Z,7218.4,7528.69,62.82
2015-01-01T11:15:00Z,7131.6,7442.56,56.18
2015-01-01T11:30:00Z,7077.6,7435.39,51.68
2015-01-01T11:45:00Z,7115.6,7408.78,33.54
2015-01-01T12:00:00Z,7066.0,7426.61,59.26
2015-01-01T12:15:00Z,6984.8,7386.81,53.6
2015-01-01T12:30:00Z,6976.8,7391.51,47.62
2015-01-01T12:45:00Z,7025.2,7358.2,32.18
2015-01-01T13:00:00Z,6941.2,7354.09,43.44
2015-01-01T13:15:00Z,6722.4,7300.67,44.44
2015-01-01T13:30:00Z,6690.0,7308.46,50.32
2015-01-01T13:45:00Z,6586.4,7302.16,47.82
2015-01-01T14:00:00Z,6507.6,7242.76,26.08
2015-01-01T14:15:00Z,6527.6,7237.64,43.68
2015-01-01T14:30:00Z,6604.8,7257.75,51.48
2015-01-01T14:45:00Z,6531.6,7264.87,63.32
2015-01-01T15:00:00Z,6656.4,7365.76,12.16
2015-01-01T15:15:00Z,6734.8,7448.45,34.08
2015-01-01T15:30:00Z,6542.0,7504.25,73.54
2015-01-01T15:45:00Z,6479.6,7585.64,84.14
2015-01-01T16:00:00Z,6802.4,7696.69,35.58
2015-01-01T16:15:00Z,6732.4,7768.93,52.0
2015-01-01T16:30:00Z,6645.2,7779.76,69.42
2015-01-01T16:45:00Z,6759.2,7765.19,87.0
2015-01-01T17:00:00Z,6665.2,7734.96,69.9
2015-01-01T17:15:00Z,6599.2,7686.52,62.02
2015-01-01T17:30:00Z,6641.2,7712.15,54.38
2015-01-01T17:45:00Z,6598.4,7668.89,47.04
2015-01-01T18:00:00Z,6748.8,7533.7,86.56
2015-01-01T18:15:00Z,6705.2,7492.64,66.68
2015-01-01T18:30:00Z,6779.2,7477.2,40.0
2015-01-01T18:45:00Z,6720.8,7429.56,23.44
2015-01-01T19:00:00Z,6612.8,7288.87,83.72
2015-01-01T19:15:00Z,6622.4,7241.95,54.7
2015-01-01T19:30:00Z,6726.8,7211.81,26.0
2015-01-01T19:45:00Z,6654.4,7146.68,10.78
2015-01-01T20:00:00Z,6342.0,7057.18,72.0
2015-01-01T20:15:00Z,6291.6,6989.05,52.32
2015-01-01T20:30:00Z,6182.0,6938.46,22.08
2015-01-01T20:45:00Z,6204.4,6945.34,-5.48
2015-01-01T21:00:00Z,6127.6,7126.36,78.92
2015-01-01T21:15:00Z,6228.4,7102.07,48.62
2015-01-01T21:30:00Z,6245.6,7051.83,11.3
2015-01-01T21:45:00Z,6284.0,6975.05,-8.82
2015-01-01T22:00:00Z,6104.4,6966.47,67.7
2015-01-01T22:15:00Z,5790.8,6841.39,28.24
2015-01-01T22:30:00Z,5786.4,6893.23,7.24
2015-01-01T22:45:00Z,5775.2,6871.2,-21.0
2015-01-01T23:00:00Z,5650.8,6564.0,48.4
2015-01-01T23:15:00Z,5520.8,6515.26,27.88
2015-01-01T23:30:00Z,5426.8,6535.86,-6.36
2015-01-01T23:45:00Z,5534.0,6479.39,-7.96
2015-01-02T00:00:00Z,5240.8,6441.12,36.0
2015-01-02T00:15:00Z,5154.4,6371.0,20.54
2015-01-02T00:30:00Z,5199.6,6411.17,-10.18
2015-01-02T00:45:00Z,5226.4,6355.49,-11.04
2015-01-02T01:00:00Z,4977.6,6390.65,23.26
2015-01-02T01:15:00Z,4984.4,6360.01,5.94
2015-01-02T01:30:00Z,5003.6,6369.83,-1.06
2015-01-02T01:45:00Z,4918.8,6314.08,-9.8
2015-01-02T02:00:00Z,4761.2,6347.65,-4.42
2015-01-02T02:15:00Z,4675.2,6329.78,-9.74
2015-01-02T02:30:00Z,4615.2,6351.65,-2.42
2015-01-02T02:45:00Z,4624.4,6363.8,-4.7
2015-01-02T03:00:00Z,4728.8,6376.66,-27.8
2015-01-02T03:15:00Z,4761.2,6421.7,-21.3
2015-01-02T03:30:00Z,4738.0,6427.18,8.86
2015-01-02T03:45:00Z,4794.4,6500.21,26.14
2015-01-02T04:00:00Z,4992.0,6675.22,-40.0
2015-01-02T04:15:00Z,5145.2,6823.21,-25.46
2015-01-02T04:30:00Z,5083.6,6836.56,4.02
2015-01-02T04:45:00Z,5101.2,6959.85,46.74
2015-01-02T05:00:00Z,5419.6,7073.24,-60.9
2015-01-02T05:15:00Z,5454.8,7311.01,-14.7
2015-01-02T05:30:00Z,5416.0,7375.74,44.0
2015-01-02T05:45:00Z,5395.6,7524.09,67.38
2015-01-02T06:00:00Z,5843.6,7945.59,-27.96
2015-01-02T06:15:00Z,5817.2,8077.77,17.88
2015-01-02T06:30:00Z,5783.2,8074.05,56.0
2015-01-02T06:45:00Z,5978.4,8133.49,57.3
2015-01-02T07:00:00Z,6440.8,8249.98,28.66
2015-01-02T07:15:00Z,6472.8,8280.91,36.0
2015-01-02T07:30:00Z,6350.4,8279.68,34.26
2015-01-02T07:45:00Z,6200.0,8314.18,45.86
2015-01-02T08:00:00Z,6376.4,8211.74,36.0
2015-01-02T08:15:00Z,6450.8,8252.8,33.62
2015-01-02T08:30:00Z,6427.2,8253.46,47.58
2015-01-02T08:45:00Z,6471.2,8250.99,49.58
2015-01-02T09:00:00Z,6658.0,8218.15,40.94
2015-01-02T09:15:00Z,6698.8,8234.34,39.88
2015-01-02T09:30:00Z,6673.2,8242.5,40.64
2015-01-02T09:45:00Z,6767.2,8265.32,44.4
2015-01-02T10:00:00Z,6742.8,8220.04,33.82
2015-01-02T10:15:00Z,6496.4,8239.79,33.42
2015-01-02T10:30:00Z,6494.8,8224.76,58.76
2015-01-02T10:45:00Z,6437.2,8184.44,53.78
2015-01-02T11:00:00Z,6295.6,8125.44,62.92
2015-01-02T11:15:00Z,6287.6,8011.71,51.16
2015-01-02T11:30:00Z,6294.8,7991.82,39.0
2015-01-02T11:45:00Z,6364.0,7940.14,36.0
2015-01-02T12:00:00Z,6249.6,7875.87,55.38
2015-01-02T12:15:00Z,6299.2,7853.69,54.7
2015-01-02T12:30:00Z,6232.4,7819.44,41.4
2015-01-02T12:45:00Z,6248.8,7790.94,32.0
2015-01-02T13:00:00Z,6276.0,7821.33,49.54
2015-01-02T13:15:00Z,6286.8,7787.88,48.22
2015-01-02T13:30:00Z,6331.2,7776.77,39.0
2015-01-02T13:45:00Z,6332.8,7768.13,40.0
2015-01-02T14:00:00Z,6301.2,7852.62,32.0
2015-01-02T14:15:00Z,6496.0,7861.59,40.0
2015-01-02T14:30:00Z,6582.0,7845.08,44.0
2015-01-02T14:45:00Z,6627.6,7840.95,58.4
2015-01-02T15:00:00Z,7055.2,8064.59,16.0
2015-01-02T15:15:00Z,7123.2,8149.8,40.0
2015-01-02T15:30:00Z,6852.0,8193.21,68.26
2015-01-02T15:45:00Z,6524.8,8251.41,89.28
2015-01-02T16:00:00Z,6166.0,8440.74,56.12
2015-01-02T16:15:00Z,6034.0,8471.02,62.16
2015-01-02T16:30:00Z,5970.0,8504.28,68.92
2015-01-02T16:45:00Z,5719.2,8477.5,72.0
2015-01-02T17:00:00Z,6119.2,8369.01,71.02
2015-01-02T17:15:00Z,5893.2,8320.33,63.3
2015-01-02T17:30:00Z,5801.6,8318.89,62.36
2015-01-02T17:45:00Z,5753.6,8242.7,51.8
2015-01-02T18:00:00Z,5718.8,8046.41,82.0
2015-01-02T18:15:00Z,5694.8,7942.95,65.5
2015-01-02T18:30:00Z,5974.8,7912.36,37.0
2015-01-02T18:45:00Z,5840.8,7817.34,25.0
2015-01-02T19:00:00Z,5252.0,7587.83,90.0
2015-01-02T19:15:00Z,5208.0,7522.94,58.0
2015-01-02T19:30:00Z,5377.2,7494.83,12.18
2015-01-02T19:45:00Z,5415.2,7402.73,5.0
2015-01-02T20:00:00Z,5322.4,7157.59,58.86
2015-01-02T20:15:00Z,5313.6,7075.7,53.14
2015-01-02T20:30:00Z,5410.0,7014.41,6.34
2015-01-02T20:45:00Z,5469.6,6975.57,-0.22
2015-01-02T21:00:00Z,5301.6,7118.22,67.1
2015-01-02T21:15:00Z,5253.6,7079.27,54.44
2015-01-02T21:30:00Z,5386.4,7042.78,3.58
2015-01-02T21:45:00Z,5359.6,6946.13,-11.9
2015-01-02T22:00:00Z,5140.8,6832.46,57.78
2015-01-02T22:15:00Z,4991.6,6685.25,34.18
2015-01-02T22:30:00Z,5131.6,6682.69,-0.54
2015-01-02T22:45:00Z,5316.4,6638.82,-8.0
2015-01-02T23:00:00Z,5529.2,6636.29,28.02
2015-01-02T23:15:00Z,5717.6,6576.9,7.6
2015-01-02T23:30:00Z,6043.2,6571.08,-0.49
2015-01-02T23:45:00Z,6019.2,6504.19,-11.77
2015-01-03T00:00:00Z,5927.6,6412.2,17.0
2015-01-03T00:15:00Z,5846.4,6334.52,3.1
2015-01-03T00:30:00Z,5632.0,6346.39,-5.69
2015-01-03T00:45:00Z,5709.2,6296.65,-13.67
2015-01-03T01:00:00Z,5563.2,6412.22,2.9
2015-01-03T01:15:00Z,5584.8,6372.39,0.9
2015-01-03T01:30:00Z,5401.2,6375.96,-4.44
2015-01-03T01:45:00Z,5318.8,6321.72,-6.0
2015-01-03T02:00:00Z,5232.8,6275.64,0.13
2015-01-03T02:15:00Z,5167.6,6248.73,-1.48
2015-01-03T02:30:00Z,5262.8,6248.94,-1.39
2015-01-03T02:45:00Z,5142.4,6238.94,-1.51
2015-01-03T03:00:00Z,5153.6,6281.18,0.19
2015-01-03T03:15:00Z,5288.4,6292.69,1.0
2015-01-03T03:30:00Z,5234.4,6299.29,0.23
2015-01-03T03:45:00Z,5301.6,6315.18,6.0
2015-01-03T04:00:00Z,5375.2,6438.97,-1.73
2015-01-03T04:15:00Z,5422.0,6500.34,-2.42
2015-01-03T04:30:00Z,5460.0,6514.08,3.77
2015-01-03T04:45:00Z,5361.2,6547.65,16.32
2015-01-03T05:00:00Z,5437.6,6617.22,-6.0
2015-01-03T05:15:00Z,5526.8,6732.85,3.0
2015-01-03T05:30:00Z,5380.8,6726.27,8.4
2015-01-03T05:45:00Z,5263.2,6788.27,25.65
2015-01-03T06:00:00Z,5641.2,6918.38,-0.17
2015-01-03T06:15:00Z,5617.2,7020.67,3.15
2015-01-03T06:30:00Z,5525.2,6991.22,22.47
2015-01-03T06:45:00Z,5427.6,7037.25,34.93
2015-01-03T07:00:00Z,5385.6,7057.08,3.27
2015-01-03T07:15:00Z,5446.8,7137.96,10.0
2015-01-03T07:30:00Z,5483.2,7140.7,16.96
2015-01-03T07:45:00Z,5588.0,7214.79,34.98
2015-01-03T08:00:00Z,5645.2,7249.82,10.0
2015-01-03T08:15:00Z,5660.0,7296.0,16.0
2015-01-03T08:30:00Z,5536.8,7296.54,21.06
2015-01-03T08:45:00Z,5606.4,7318.56,30.48
2015-01-03T09:00:00Z,5599.6,7384.18,16.0
2015-01-03T09:15:00Z,5646.4,7416.7,19.18
2015-01-03T09:30:00Z,5708.4,7434.8,22.91
2015-01-03T09:45:00Z,5686.8,7460.23,31.39
2015-01-03T10:00:00Z,5655.2,7449.46,18.0
2015-01-03T10:15:00Z,5771.2,7487.98,20.2
2015-01-03T10:30:00Z,5700.4,7489.4,25.43
2015-01-03T10:45:00Z,5526.4,7449.09,31.11
2015-01-03T11:00:00Z,5338.4,7419.38,24.28
2015-01-03T11:15:00Z,5346.8,7332.93,28.24
2015-01-03T11:30:00Z,5325.2,7321.25,20.51
2015-01-03T11:45:00Z,5208.0,7294.64,23.84
2015-01-03T12:00:00Z,5168.4,7315.98,31.15
2015-01-03T12:15:00Z,5036.8,7305.25,23.82
2015-01-03T12:30:00Z,4810.8,7271.18,21.0
2015-01-03T12:45:00Z,4712.8,7254.82,19.39
2015-01-03T13:00:00Z,4809.2,7289.07,24.78
2015-01-03T13:15:00Z,4746.8,7242.82,27.32
2015-01-03T13:30:00Z,4612.4,7259.81,26.21
2015-01-03T13:45:00Z,4654.4,7230.56,29.85
2015-01-03T14:00:00Z,4922.0,7331.36,20.03
2015-01-03T14:15:00Z,4900.4,7296.41,28.29
2015-01-03T14:30:00Z,4739.2,7305.46,35.0
2015-01-03T14:45:00Z,4769.6,7316.23,34.67
2015-01-03T15:00:00Z,5056.4,7482.85,10.01
2015-01-03T15:15:00Z,5269.6,7565.12,25.02
2015-01-03T15:30:00Z,5122.0,7594.74,42.65
2015-01-03T15:45:00Z,5046.0,7675.25,50.56
2015-01-03T16:00:00Z,6134.8,7741.5,22.93
2015-01-03T16:15:00Z,6132.4,7761.14,37.36
2015-01-03T16:30:00Z,5991.2,7747.0,48.59
2015-01-03T16:45:00Z,5999.2,7738.87,50.0
2015-01-03T17:00:00Z,5988.8,7606.01,50.25
2015-01-03T17:15:00Z,5814.8,7498.28,44.02
2015-01-03T17:30:00Z,5978.0,7480.66,36.0
2015-01-03T17:45:00Z,5968.0,7384.42,33.73
2015-01-03T18:00:00Z,5724.4,7232.41,52.0
2015-01-03T18:15:00Z,5594.4,7164.32,41.58
2015-01-03T18:30:00Z,5798.0,7156.5,34.22
2015-01-03T18:45:00Z,5950.8,7099.45,20.2
2015-01-03T19:00:00Z,5402.4,6949.63,57.73
2015-01-03T19:15:00Z,5633.2,6890.09,42.48
2015-01-03T19:30:00Z,6007.6,6874.01,16.5
2015-01-03T19:45:00Z,5746.8,6794.3,6.08
2015-01-03T20:00:00Z,5253.6,6689.36,39.58
2015-01-03T20:15:00Z,5232.0,6629.25,34.26
2015-01-03T20:30:00Z,5360.4,6602.78,21.85
2015-01-03T20:45:00Z,5469.2,6593.61,11.5
2015-01-03T21:00:00Z,5455.2,6729.92,41.0
2015-01-03T21:15:00Z,5492.0,6718.16,31.15
2015-01-03T21:30:00Z,5632.8,6689.3,10.0
2015-01-03T21:45:00Z,5702.0,6635.51,3.0
2015-01-03T22:00:00Z,5514.4,6541.14,37.36
2015-01-03T22:15:00Z,5492.8,6446.77,16.77
2015-01-03T22:30:00Z,5505.6,6468.34,3.0
2015-01-03T22:45:00Z,5293.2,6455.42,-1.18
2015-01-03T23:00:00Z,5451.6,6164.89,40.14
2015-01-03T23:15:00Z,5512.4,6132.78,21.4
2015-01-03T23:30:00Z,5626.0,6159.6,1.6
2015-01-03T23:45:00Z,5462.8,6117.99,-8.99
2015-01-04T00:00:00Z,5297.6,6064.64,31.55
2015-01-04T00:15:00Z,5195.6,5986.74,14.75
2015-01-04T00:30:00Z,5220.8,5999.11,1.85
2015-01-04T00:45:00Z,5222.8,5945.01,-4.86
2015-01-04T01:00:00Z,5156.8,6048.32,28.35
2015-01-04T01:15:00Z,5172.0,6014.22,11.73
2015-01-04T01:30:00Z,5083.2,6037.75,3.01
2015-01-04T01:45:00Z,5011.2,5980.32,-5.1
2015-01-04T02:00:00Z,4685.6,5915.57,14.36
2015-01-04T02:15:00Z,4772.0,5888.68,8.92
2015-01-04T02:30:00Z,4869.2,5908.49,2.0
2015-01-04T02:45:00Z,4887.6,5888.81,-3.3
2015-01-04T03:00:00Z,4704.0,5870.74,4.15
2015-01-04T03:15:00Z,4729.2,5874.88,1.6
2015-01-04T03:30:00Z,4882.0,5904.31,2.22
2015-01-04T03:45:00Z,4873.6,5920.37,2.0
2015-01-04T04:00:00Z,4778.8,6040.26,6.78
2015-01-04T04:15:00Z,4806.8,6079.78,-0.86
2015-01-04T04:30:00Z,4932.8,6109.2,-1.0
2015-01-04T04:45:00Z,4953.2,6130.99,-0.6
2015-01-04T05:00:00Z,4981.6,6168.0,-4.0
2015-01-04T05:15:00Z,5060.0,6253.27,-4.0
2015-01-04T05:30:00Z,5058.4,6262.79,0.67
2015-01-04T05:45:00Z,5039.2,6333.89,2.0
2015-01-04T06:00:00Z,5482.4,6544.09,-4.73
2015-01-04T06:15:00Z,5565.6,6659.29,-2.0
2015-01-04T06:30:00Z,5292.8,6634.41,7.0
2015-01-04T06:45:00Z,5197.6,6676.96,12.13
2015-01-04T07:00:00Z,5450.4,6803.17,-2.0
2015-01-04T07:15:00Z,5544.4,6862.84,1.46
2015-01-04T07:30:00Z,5546.0,6871.5,9.5
2015-01-04T07:45:00Z,5512.4,6923.28,19.44
2015-01-04T08:00:00Z,5474.0,6939.31,2.57
2015-01-04T08:15:00Z,5545.2,6989.44,8.0
2015-01-04T08:30:00Z,5586.4,6995.54,12.73
2015-01-04T08:45:00Z,5661.2,7034.49,21.68
2015-01-04T09:00:00Z,5570.8,7103.34,6.2
2015-01-04T09:15:00Z,5588.4,7142.88,10.0
2015-01-04T09:30:00Z,5657.2,7171.41,16.57
2015-01-04T09:45:00Z,5657.6,7204.39,23.21
2015-01-04T10:00:00Z,5520.8,7240.86,10.3
2015-01-04T10:15:00Z,5628.8,7276.65,13.88
2015-01-04T10:30:00Z,5686.8,7284.85,23.88
2015-01-04T10:45:00Z,5648.8,7228.5,22.86
2015-01-04T11:00:00Z,5615.6,7175.74,28.83
2015-01-04T11:15:00Z,5553.6,7065.91,19.21
2015-01-04T11:30:00Z,5488.0,7080.54,14.69
2015-01-04T11:45:00Z,5504.8,7018.46,7.12
2015-01-04T12:00:00Z,5565.6,7086.73,24.0
2015-01-04T12:15:00Z,5438.4,7052.15,14.4
2015-01-04T12:30:00Z,5455.6,7026.83,8.79
2015-01-04T12:45:00Z,5357.2,7003.14,5.62
2015-01-04T13:00:00Z,5275.2,7010.81,13.15
2015-01-04T13:15:00Z,5171.6,6974.11,12.45
2015-01-04T13:30:00Z,5092.0,6974.56,12.63
2015-01-04T13:45:00Z,5109.2,6952.72,14.91
2015-01-04T14:00:00Z,5083.2,7051.57,3.56
2015-01-04T14:15:00Z,5052.4,7040.41,5.2
2015-01-04T14:30:00Z,5027.2,7033.87,18.72
2015-01-04T14:45:00Z,5011.6,7047.11,28.5
2015-01-04T15:00:00Z,5490.0,7256.89,-2.0
2015-01-04T15:15:00Z,5490.0,7336.38,2.8
2015-01-04T15:30:00Z,5172.0,7364.84,20.01
2015-01-04T15:45:00Z,5014.4,7454.46,38.88
2015-01-04T16:00:00Z,4898.8,7546.54,7.76
2015-01-04T16:15:00Z,4885.2,7569.5,17.7
2015-01-04T16:30:00Z,4964.0,7557.46,32.14
2015-01-04T16:45:00Z,5036.8,7569.42,34.94
2015-01-04T17:00:00Z,4883.2,7380.99,30.73
2015-01-04T17:15:00Z,4696.8,7320.51,30.52
2015-01-04T17:30:00Z,4872.8,7302.92,26.96
2015-01-04T17:45:00Z,4880.0,7271.95,27.79
2015-01-04T18:00:00Z,4890.4,7031.91,41.44
2015-01-04T18:15:00Z,4902.8,7005.92,34.12
2015-01-04T18:30:00Z,5120.0,6990.96,22.11
2015-01-04T18:45:00Z,5225.6,6951.72,18.33
2015-01-04T19:00:00Z,5146.4,6838.84,39.8
2015-01-04T19:15:00Z,4972.8,6753.35,31.37
2015-01-04T19:30:00Z,5018.8,6724.0,10.93
2015-01-04T19:45:00Z,5129.6,6668.13,5.04
2015-01-04T20:00:00Z,4848.4,6615.28,32.7
2015-01-04T20:15:00Z,4704.0,6534.97,27.98
2015-01-04T20:30:00Z,4732.8,6483.42,11.54
2015-01-04T20:45:00Z,4725.2,6499.58,9.0
2015-01-04T21:00:00Z,4788.0,6708.53,41.02
2015-01-04T21:15:00Z,4962.4,6694.04,33.31
2015-01-04T21:30:00Z,5325.2,6637.62,9.09
2015-01-04T21:45:00Z,5293.2,6560.46,2.6
2015-01-04T22:00:00Z,4990.8,6541.27,34.95
2015-01-04T22:15:00Z,5142.0,6440.51,21.51
2015-01-04T22:30:00Z,5272.0,6436.33,2.13
2015-01-04T22:45:00Z,5304.4,6429.96,-2.0
2015-01-04T23:00:00Z,6216.4,6749.77,36.26
2015-01-04T23:15:00Z,6128.4,6710.26,27.57
2015-01-04T23:30:00Z,6181.2,6738.23,11.77
2015-01-04T23:45:00Z,6196.0,6691.93,0.0
2015-01-05T00:00:00Z,6106.0,6652.24,35.0
2015-01-05T00:15:00Z,5916.0,6577.96,20.89
2015-01-05T00:30:00Z,5972.0,6599.41,12.0
2015-01-05T00:45:00Z,6025.2,6546.77,4.12
2015-01-05T01:00:00Z,6057.6,6579.95,31.54
2015-01-05T01:15:00Z,6042.0,6540.45,19.1
2015-01-05T01:30:00Z,5901.2,6560.35,11.06
2015-01-05T01:45:00Z,5947.2,6513.36,6.32
2015-01-05T02:00:00Z,5660.0,6500.4,18.27
2015-01-05T02:15:00Z,5792.0,6479.84,14.6
2015-01-05T02:30:00Z,5823.6,6503.46,17.15
2015-01-05T02:45:00Z,5758.4,6510.88,15.17
2015-01-05T03:00:00Z,5798.4,6568.99,6.78
2015-01-05T03:15:00Z,5575.2,6609.92,8.0
2015-01-05T03:30:00Z,5593.6,6627.41,22.55
2015-01-05T03:45:00Z,5801.6,6704.24,31.72
2015-01-05T04:00:00Z,5815.6,6908.04,3.13
2015-01-05T04:15:00Z,5961.2,7050.81,8.0
2015-01-05T04:30:00Z,5907.6,7066.93,27.83
2015-01-05T04:45:00Z,6230.4,7202.84,43.83
2015-01-05T05:00:00Z,6132.0,7289.69,4.02
2015-01-05T05:15:00Z,6299.2,7556.95,20.51
2015-01-05T05:30:00Z,6285.6,7603.2,50.0
2015-01-05T05:45:00Z,6292.0,7761.73,51.47
2015-01-05T06:00:00Z,6750.4,8230.09,7.92
2015-01-05T06:15:00Z,6854.8,8346.99,34.98
2015-01-05T06:30:00Z,6704.4,8363.34,50.8
2015-01-05T06:45:00Z,6769.6,8430.61,60.3
2015-01-05T07:00:00Z,6811.6,8536.6,39.75
2015-01-05T07:15:00Z,6886.8,8573.59,42.0
2015-01-05T07:30:00Z,6871.6,8575.69,42.0
2015-01-05T07:45:00Z,6760.4,8603.64,43.03
2015-01-05T08:00:00Z,7077.6,8521.7,44.64
2015-01-05T08:15:00Z,7042.4,8568.74,39.92
2015-01-05T08:30:00Z,7092.4,8583.15,45.03
2015-01-05T08:45:00Z,7305.2,8582.84,48.66
2015-01-05T09:00:00Z,7436.4,8585.27,48.31
2015-01-05T09:15:00Z,7524.4,8628.74,42.51
2015-01-05T09:30:00Z,7414.8,8644.72,44.28
2015-01-05T09:45:00Z,7336.0,8666.94,43.07
2015-01-05T10:00:00Z,7186.4,8641.56,46.02
2015-01-05T10:15:00Z,7238.4,8675.44,50.65
2015-01-05T10:30:00Z,7343.6,8671.07,46.31
2015-01-05T10:45:00Z,7304.4,8625.71,46.31
2015-01-05T11:00:00Z,7270.8,8549.23,55.43
2015-01-05T11:15:00Z,7223.6,8451.58,50.8
2015-01-05T11:30:00Z,7325.2,8447.53,48.05
2015-01-05T11:45:00Z,7339.2,8422.32,36.0
2015-01-05T12:00:00Z,7462.8,8459.76,52.7
2015-01-05T12:15:00Z,7532.8,8447.83,51.48
2015-01-05T12:30:00Z,7407.2,8418.13,47.81
2015-01-05T12:45:00Z,7287.6,8379.68,40.0
2015-01-05T13:00:00Z,7356.0,8409.16,42.97
2015-01-05T13:15:00Z,7401.2,8382.77,46.5
2015-01-05T13:30:00Z,7232.8,8372.14,49.83
2015-01-05T13:45:00Z,7051.6,8352.08,54.59
2015-01-05T14:00:00Z,7597.6,8411.62,41.45
2015-01-05T14:15:00Z,7502.8,8412.15,43.5
2015-01-05T14:30:00Z,7284.4,8401.71,54.6
2015-01-05T14:45:00Z,7175.6,8399.84,56.0
2015-01-05T15:00:00Z,7390.0,8566.41,36.09
2015-01-05T15:15:00Z,7507.2,8637.48,38.93
2015-01-05T15:30:00Z,7107.2,8679.9,56.95
2015-01-05T15:45:00Z,6987.6,8730.2,62.0
2015-01-05T16:00:00Z,7738.4,8910.01,50.5
2015-01-05T16:15:00Z,7843.6,8945.06,59.0
2015-01-05T16:30:00Z,7804.0,8969.79,61.26
2015-01-05T16:45:00Z,7776.4,8959.88,63.12
2015-01-05T17:00:00Z,7659.6,8893.35,67.33
2015-01-05T17:15:00Z,7491.2,8841.71,60.11
2015-01-05T17:30:00Z,7522.8,8848.32,60.3
2015-01-05T17:45:00Z,7567.2,8794.84,52.24
2015-01-05T18:00:00Z,7450.0,8592.4,68.04
2015-01-05T18:15:00Z,7333.2,8491.71,60.1
2015-01-05T18:30:00Z,7274.8,8468.64,45.54
2015-01-05T18:45:00Z,7345.2,8376.63,36.0
2015-01-05T19:00:00Z,7112.0,8143.66,65.95
2015-01-05T19:15:00Z,7104.0,8067.16,54.0
2015-01-05T19:30:00Z,7356.4,8028.7,35.67
2015-01-05T19:45:00Z,7433.2,7934.62,21.05
2015-01-05T20:00:00Z,6492.4,7672.69,53.0
2015-01-05T20:15:00Z,6482.8,7572.98,51.0
2015-01-05T20:30:00Z,6668.0,7501.16,33.0
2015-01-05T20:45:00Z,6685.6,7449.61,20.57
2015-01-05T21:00:00Z,6294.4,7553.04,54.98
2015-01-05T21:15:00Z,6251.2,7500.44,51.0
2015-01-05T21:30:00Z,6428.4,7453.69,24.64
2015-01-05T21:45:00Z,6740.4,7357.42,11.9
2015-01-05T22:00:00Z,6072.0,7230.18,50.0
2015-01-05T22:15:00Z,6184.8,7108.46,50.0
2015-01-05T22:30:00Z,6308.8,7109.19,19.65
2015-01-05T22:45:00Z,6162.4,7073.32,6.43
2015-01-05T23:00:00Z,5601.2,6696.85,49.32
2015-01-05T23:15:00Z,5442.0,6664.14,39.24
2015-01-05T23:30:00Z,5519.6,6688.15,22.76
2015-01-05T23:45:00Z,5530.4,6628.61,13.74
